,compare_sum,hyper_params
0,0.8914596289396287,101010111
1,1.0522663347423078,101010222
2,0.8853508442640305,202020111
3,1.3702476412057876,202020222
4,1.0724687278270724,202040111
5,1.789500904083252,202040222
6,1.1259466484189034,202060111
7,1.2345961183309557,202060222
8,0.9022514313459397,202080111
9,1.1925781667232513,202080222
10,0.8994090169668197,204020111
11,1.1384123355150222,204020222
12,1.2019005686044693,204040111
13,1.3361505821347237,204040222
14,0.9148028790950775,204060111
15,1.8439630806446077,204060222
16,0.9227735310792924,204080111
17,1.5230939835309982,204080222
18,1.3543403834104537,206020111
19,1.2370749026536942,206020222
20,0.9180389344692231,206040111
21,1.3683128848671913,206040222
22,0.9341398298740387,206060111
23,1.626798714697361,206060222
24,1.1697903156280518,206080111
25,1.0349614918231964,206080222
26,0.9153003901243211,208020111
27,1.3358466893434526,208020222
28,0.932016897201538,208040111
29,1.4064174845814705,208040222
30,1.1264234855771065,208060111
31,1.972910462319851,208060222
32,1.4153837621212007,208080111
33,2.3425649613142014,208080222
34,1.3009005919098855,402020111
35,2.133094550669193,402020222
36,1.077501168847084,402040111
37,1.8957475036382674,402040222
38,0.8992333322763443,402060111
39,1.3536264076828959,402060222
40,0.9120208144187928,402080111
41,1.385671778023243,402080222
42,0.9049922108650208,404020111
43,1.2874686390161516,404020222
44,0.9142336934804917,404040111
45,1.248704645037651,404040222
46,1.6263165965676307,404060111
47,0.9804471552371979,404060222
48,0.9325591027736664,404080111
49,1.0154916524887085,404080222
50,0.9126482069492341,406020111
51,1.3681464031338693,406020222
52,0.9342909753322601,406040111
53,1.867199033498764,406040222
54,0.9422461152076721,406060111
55,1.0199274122714996,406060222
56,1.1815305113792418,406080111
57,1.2379999533295631,406080222
58,1.1092973306775094,408020111
59,1.6802031815052032,408020222
60,0.9415216147899629,408040111
61,1.0330085933208466,408040222
62,0.9644806385040284,408060111
63,1.8195770233869553,408060222
64,1.166432924568653,408080111
65,1.649835479259491,408080222
66,1.7260905965231361,555111
67,0.9015720933675766,602020111
68,1.561072827875614,602020222
69,1.3074077621102334,602040111
70,2.283880937099457,602040222
71,1.0837991282343866,602060111
72,1.4159938275814057,602060222
73,0.9137290865182877,602080111
74,1.4562142491340637,602080222
75,0.9106553882360459,604020111
76,1.1821690022945404,604020222
77,0.9243425250053406,604040111
78,1.1552184894680977,604040222
79,0.9321269750595093,604060111
80,2.1314888298511505,604060222
81,0.9350638687610626,604080111
82,1.5709911674261094,604080222
83,0.9346565365791322,606020111
84,2.061203083395958,606020222
85,0.9407471120357513,606040111
86,1.466804277896881,606040222
87,0.9578705728054047,606060111
88,1.4612936928868294,606060222
89,1.2662313729524612,606080111
90,1.0948420107364656,606080222
91,1.1703723311424254,608020111
92,1.2638881623744964,608020222
93,1.3653343573212624,608040111
94,2.1181295931339266,608040222
95,0.9786494493484498,608060111
96,1.7362020745873452,608060222
97,0.9988233864307403,608080111
98,2.006731463968754,608080222
99,0.9038599371910095,802020111
100,1.265573212504387,802020222
101,0.9110001891851426,802040111
102,1.2830180376768112,802040222
103,1.135314828157425,802060111
104,1.229751777648926,802060222
105,0.920804351568222,802080111
106,1.4435687080025674,802080222
107,1.1042156353592874,804020111
108,1.671056067943573,804020222
109,1.2881326109170914,804040111
110,2.4548933446407317,804040222
111,0.941357547044754,804060111
112,1.2259590581059456,804060222
113,1.1708528578281403,804080111
114,2.071531218290329,804080222
115,1.4670091837644579,806020111
116,2.5972797214984893,806020222
117,0.9578830480575562,806040111
118,1.460034991800785,806040222
119,0.9679204881191255,806060111
120,1.7248417869210244,806060222
121,1.2032857477664947,806080111
122,1.7300359427928926,806080222
123,0.9576957881450653,808020111
124,1.2705096319317817,808020222
125,1.2811450809240341,808040111
126,1.2944609358906747,808040222
127,1.4039791479706765,808060111
128,1.4485365718603136,808060222
129,1.2397787630558015,808080111
130,2.4549040943384175,808080222
